"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Destination","Destination WPA","Destination Region","Fate","R and D code","Tonnes Removed","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","West Suffolk","MP3937RY","Red Lodge Compost Facility EPR/MP3937RY","Anti-Waste Ltd","T01 : Composting installation",569780,269270,"IP28 8LG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Treatment","Composting","Middlesbrough","Middlesbrough","North East","Recovery","R05",484.04,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","West Suffolk","MP3937RY","Red Lodge Compost Facility EPR/MP3937RY","Anti-Waste Ltd","T01 : Composting installation",569780,269270,"IP28 8LG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Treatment","Composting","Middlesbrough","Middlesbrough","North East","Recovery","R05",5440.04,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","West Suffolk","403989","West Suffolk Operational Hub","West Suffolk Council","A9 : Hazardous Waste Transfer Station",586212,266365,"IP31 1FE","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","Haz Waste Transfer","Middlesbrough","Middlesbrough","North East","Transfer (D)","D13",91.66,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","71095","Masons Material Reclamation Facility","Viridor Waste Management Limited","A15 : Material Recycling Treatment Facility",611500,250000,"IP6 0NW","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","plastic and rubber","19 12 04","Treatment","Material Recycling Facility","Milton Keynes","Milton Keynes","South East","Recovery","R03",242.54,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","71095","Masons Material Reclamation Facility","Viridor Waste Management Limited","A15 : Material Recycling Treatment Facility",611500,250000,"IP6 0NW","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","ferrous metal","19 12 02","Treatment","Material Recycling Facility","Neath Port Talbot","Neath Port Talbot","Wales","Recovery","R04",549.68,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","71095","Masons Material Reclamation Facility","Viridor Waste Management Limited","A15 : Material Recycling Treatment Facility",611500,250000,"IP6 0NW","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","plastic and rubber","19 12 04","Treatment","Material Recycling Facility","Neath Port Talbot","Neath Port Talbot","Wales","Recovery","R03",62.18,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","103752","Bolton Brothers Recycling Centre ( M R F)","Bolton Brothers Ltd","A15 : Material Recycling Treatment Facility",612145,249716,"IP6 0SL","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","paper and cardboard","19 12 01","Treatment","Material Recycling Facility","Newcastle upon Tyne","Newcastle Upon Tyne","North East","Recovery","R03",0.079999,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","West Suffolk","71178","Haverhill Recycling And Transfer Station","Anti - Waste Ltd","A13 : Household Waste Amenity Site",566420,244300,"CB9 8QP","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life tyres","16 01 03","Transfer","CA Site","Breckland","Norfolk","East of England","Recovery","R05",4.64,"07 - Non-metallic wastes","Rubber wastes"
"East of England","Suffolk","Suffolk","West Suffolk","403989","West Suffolk Operational Hub","West Suffolk Council","A9 : Hazardous Waste Transfer Station",586212,266365,"IP31 1FE","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",367.3,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","West Suffolk","403989","West Suffolk Operational Hub","West Suffolk Council","A9 : Hazardous Waste Transfer Station",586212,266365,"IP31 1FE","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","biodegradable waste","20 02 01","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",965.54,"09 - Animal and vegetal wastes","Green wastes"
"East of England","Suffolk","Suffolk","East Suffolk","402654","Henham Quarry","The Lyndon Pallett Group Limited","A16 : Physical Treatment Facility",645329,279075,"NR34 8AD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Physical Treatment","Broadland","Norfolk","East of England","Recovery","R05",7.1,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","East Suffolk","70744","Sole Bay Car Spares","Murray                   G L","A19 : Metal Recycling Site (Vehicle Dismantler)",649883,276577,"IP18 6AZ","Liquid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Batteries and accumulators","lead batteries","16 06 01*","MRS","Car Breaker","Great Yarmouth","Norfolk","East of England","Recovery","R06",12,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","East Suffolk","103993","Former Brick & Pipeworks Site","E E Green & Son Ltd","S0811 : Inert & excavation Waste TS + treatment",652573,288365,"NR33 8DS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","concrete","17 01 01","Treatment","Inert Waste Transfer / Treatment","Great Yarmouth","Norfolk","East of England","Recovery","R05",38,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","103993","Former Brick & Pipeworks Site","E E Green & Son Ltd","S0811 : Inert & excavation Waste TS + treatment",652573,288365,"NR33 8DS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Treatment","Inert Waste Transfer / Treatment","Great Yarmouth","Norfolk","East of England","Recovery","R05",19,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","103993","Former Brick & Pipeworks Site","E E Green & Son Ltd","S0811 : Inert & excavation Waste TS + treatment",652573,288365,"NR33 8DS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Bituminous mixtures - coal tar and tarred products","bituminous mixtures other than those mentioned in 17 03 01","17 03 02","Treatment","Inert Waste Transfer / Treatment","Great Yarmouth","Norfolk","East of England","Recovery","R05",152,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","103993","Former Brick & Pipeworks Site","E E Green & Son Ltd","S0811 : Inert & excavation Waste TS + treatment",652573,288365,"NR33 8DS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Gypsum-based construction material","gypsum-based construction materials other than those mentioned in 17 08 01","17 08 02","Treatment","Inert Waste Transfer / Treatment","Great Yarmouth","Norfolk","East of England","Recovery","R04",100,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","103993","Former Brick & Pipeworks Site","E E Green & Son Ltd","S0811 : Inert & excavation Waste TS + treatment",652573,288365,"NR33 8DS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Gypsum-based construction material","gypsum-based construction materials other than those mentioned in 17 08 01","17 08 02","Treatment","Inert Waste Transfer / Treatment","Great Yarmouth","Norfolk","East of England","Recovery","R05",266,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","103993","Former Brick & Pipeworks Site","E E Green & Son Ltd","S0811 : Inert & excavation Waste TS + treatment",652573,288365,"NR33 8DS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03","17 09 04","Treatment","Inert Waste Transfer / Treatment","Great Yarmouth","Norfolk","East of England","Recovery","R04",8,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","103993","Former Brick & Pipeworks Site","E E Green & Son Ltd","S0811 : Inert & excavation Waste TS + treatment",652573,288365,"NR33 8DS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03","17 09 04","Treatment","Inert Waste Transfer / Treatment","Great Yarmouth","Norfolk","East of England","Recovery","R05",18,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71499","V C Cooke Limited","V C Cooke Limited","A17 : Physico-Chemical Treatment Facility",644141,288496,"NR34 7TQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","biodegradable waste","20 02 01","Treatment","Physical-Chemical Treatment","Great Yarmouth","Norfolk","East of England","Recovery","R03",186.3,"09 - Animal and vegetal wastes","Green wastes"
"East of England","Suffolk","Suffolk","East Suffolk","402654","Henham Quarry","The Lyndon Pallett Group Limited","A16 : Physical Treatment Facility",645329,279075,"NR34 8AD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Physical Treatment","Great Yarmouth","Norfolk","East of England","Recovery","R05",19.4,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","West Suffolk","MP3937RY","Red Lodge Compost Facility EPR/MP3937RY","Anti-Waste Ltd","T01 : Composting installation",569780,269270,"IP28 8LG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Treatment","Composting","King's Lynn and West Norfolk","Norfolk","East of England","Landfill","D01",2508.56,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","West Suffolk","MP3937RY","Red Lodge Compost Facility EPR/MP3937RY","Anti-Waste Ltd","T01 : Composting installation",569780,269270,"IP28 8LG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Treatment","Composting","King's Lynn and West Norfolk","Norfolk","East of England","Landfill","D01",469.48,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","71095","Masons Material Reclamation Facility","Viridor Waste Management Limited","A15 : Material Recycling Treatment Facility",611500,250000,"IP6 0NW","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","ferrous metal","19 12 02","Treatment","Material Recycling Facility","King's Lynn and West Norfolk","Norfolk","East of England","Recovery","R04",417.34,"06 - Metallic wastes","Ferrous metal waste and scrap"
"East of England","Suffolk","Suffolk","Mid Suffolk","71095","Masons Material Reclamation Facility","Viridor Waste Management Limited","A15 : Material Recycling Treatment Facility",611500,250000,"IP6 0NW","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","paper and cardboard","19 12 01","Treatment","Material Recycling Facility","King's Lynn and West Norfolk","Norfolk","East of England","Recovery","R03",917.07,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70776","Haverhill Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",568226,244859,"CB9 7UR","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","glass","20 01 02","Transfer","CA Site","Norfolk","Norfolk","East of England","Recovery","R05",22.77,"07 - Non-metallic wastes","Glass wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70776","Haverhill Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",568226,244859,"CB9 7UR","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","fluorescent tubes and other mercury-containing waste","20 01 21*","Transfer","CA Site","Norfolk","Norfolk","East of England","Recovery","R05",0.493,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","70776","Haverhill Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",568226,244859,"CB9 7UR","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","batteries and accumulators other than those mentioned in 20 01 33","20 01 34","Transfer","CA Site","Norfolk","Norfolk","East of England","Recovery","R04",0.44,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","West Suffolk","70776","Haverhill Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",568226,244859,"CB9 7UR","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21 and 20 01 23 containing hazardous components ( 6 )","20 01 35*","Transfer","CA Site","Norfolk","Norfolk","East of England","Recovery","R05",7.18,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","glass","20 01 02","Transfer","CA Site","Norfolk","Norfolk","East of England","Recovery","R05",38.97,"07 - Non-metallic wastes","Glass wastes"
