"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Origin","Origin WPA","Origin Region","Fate","R and D code","Tonnes Received","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","sludges from washing, cleaning, peeling, centrifuging and separation","02 03 01","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",28,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","materials unsuitable for consumption or processing","02 03 04","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",234.54,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Production of alcoholic and non-alcoholic beverages (except coffee - tea and cocoa)","wastes from washing, cleaning and mechanical reduction of raw materials","02 07 01","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",530.51,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Physico/chemical treatments of waste (including dechromatation - decyanidation - neutralisation)","premixed wastes composed only of non-hazardous wastes","19 02 03","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",112,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Aerobic treatment of solid wastes","wastes not otherwise specified","19 05 99","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",164.12,"10 - Mixed ordinary wastes","Sorting residues"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Preparation and processing of meat - fish and other foods of animal origin","sludges from on-site effluent treatment","02 02 04","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",11584.66,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","sludges from on-site effluent treatment","02 03 05","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",1400,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","sludges from on-site effluent treatment","02 03 05","Transfer","Non-Haz Waste Transfer","Norwich","Norfolk","East of England","Recovery","R10",108,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","materials unsuitable for consumption or processing","02 03 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R10",102.2,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Production of alcoholic and non-alcoholic beverages (except coffee - tea and cocoa)","sludges from on-site effluent treatment","02 07 05","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R10",463.64,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Preparation and processing of meat - fish and other foods of animal origin","sludges from on-site effluent treatment","02 02 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R10",5347.38,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","sludges from on-site effluent treatment","02 03 05","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R10",1127.46,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","West Suffolk","401972","Troston Estates","Whites Recycling Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",588520,274334,"IP31 1EW","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Preparation and processing of meat - fish and other foods of animal origin","sludges from on-site effluent treatment","02 02 04","Transfer","Non-Haz Waste Transfer","Yorks & Humber","Yorks & Humber (WPA Not codeable)","Yorks & Humber","Recovery","R10",195.63,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","East Suffolk","403412","31-35 Pinbush Road","C R Hales Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",0,0,"NR33 7NL","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","mixed metals","17 04 07","Transfer","Non-Haz Waste Transfer","East Suffolk","Suffolk","East of England","Recovery","R13",1379.058,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","East Suffolk","403412","31-35 Pinbush Road","C R Hales Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",0,0,"NR33 7NL","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","Non-Haz Waste Transfer","East Suffolk","Suffolk","East of England","Recovery","R13",2218.89,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","West Suffolk","406257","Neville House Farm","Technical Waste Solutions Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",585363,272710,"IP31 1PL","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","sludges from washing, cleaning, peeling, centrifuging and separation","02 03 01","Transfer","Non-Haz Waste Transfer","Cambridgeshire","Cambridgeshire","East of England","Recovery","R10",1339.66,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","406257","Neville House Farm","Technical Waste Solutions Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",585363,272710,"IP31 1PL","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Agriculture - horticulture - aquaculture - forestry - hunting and fishing","animal faeces, urine and manure (including spoiled straw), effluent, collected separately and treated off-site","02 01 06","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",1201.35,"09 - Animal and vegetal wastes","Slurry and manure"
"East of England","Suffolk","Suffolk","West Suffolk","406257","Neville House Farm","Technical Waste Solutions Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",585363,272710,"IP31 1PL","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Production of alcoholic and non-alcoholic beverages (except coffee - tea and cocoa)","wastes from washing, cleaning and mechanical reduction of raw materials","02 07 01","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",332.5,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","West Suffolk","406257","Neville House Farm","Technical Waste Solutions Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",585363,272710,"IP31 1PL","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Preparation and processing of meat - fish and other foods of animal origin","sludges from on-site effluent treatment","02 02 04","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",1537.57,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","West Suffolk","406257","Neville House Farm","Technical Waste Solutions Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",585363,272710,"IP31 1PL","Liquid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Preparation of water intended for human consumption or water for industrial use","sludges from water clarification","19 09 02","Transfer","Non-Haz Waste Transfer","Norfolk","Norfolk","East of England","Recovery","R10",1176.89,"11 - Common sludges","Sludges from purification of drinking and process"
"East of England","Suffolk","Suffolk","West Suffolk","406257","Neville House Farm","Technical Waste Solutions Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",585363,272710,"IP31 1PL","Liquid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Anaerobic treatment of waste","digestate from anaerobic treatment of animal and vegetable waste","19 06 06","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R10",3464.72,"03 - Other chemical wastes","Industrial effluent sludges"
"East of England","Suffolk","Suffolk","West Suffolk","406257","Neville House Farm","Technical Waste Solutions Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",585363,272710,"IP31 1PL","Liquid","Hhold/Ind/Com","02 - AGRICULTURE AND FOOD PROCESSING WASTES","Fruit - vegetables - cereals - edible oils - cocoa - coffee - tea and tobacco preparation and processing; conserve production; yeast and yeast extract production - molasses preparation and fermentation","sludges from on-site effluent treatment","02 03 05","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R10",3575.76,"11 - Common sludges","Waste water treatment sludges"
"East of England","Suffolk","Suffolk","West Suffolk","406257","Neville House Farm","Technical Waste Solutions Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",585363,272710,"IP31 1PL","Liquid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Preparation of water intended for human consumption or water for industrial use","sludges from water clarification","19 09 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R11",649.39,"11 - Common sludges","Sludges from purification of drinking and process"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","mineral-based non-chlorinated engine, gear and lubricating oils","13 02 05*","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",6.376,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers other than those mentioned in 16 05 04","16 05 05","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",1.51,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers other than those mentioned in 16 05 04","16 05 05","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",0.25,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04",188.422,"06 - Metallic wastes","Mixed metal wastes"
